Timestamp,X0,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,Y1,Y2
12/14/2020,420.2373727,190.514346,559.1242293,7.130924051,6.58909545,9.307618404,38.41202532,98.60168776,36.74628221,1.2,6.09,38.78139859,15.5,98.62874311,1,98.62873896,0.881172369,190.5254571,9.307643572,-437.3848101,721.550211,6.23,6.09,0.29
12/15/2020,892.7418439,177.835443,298.2220338,7.07506962,6.590882954,14.27335722,54.52869198,117.1443038,56.50970549,1.2,4.88,57.06460253,15.5,117.4101329,1,117.4101329,0.881811926,177.8278481,14.27402464,-399.0124473,1192.852532,5.065,4.88,0.38
12/16/2020,491.5899768,129.8248945,553.0421076,7.089546414,6.558846414,8.217007722,42.40843882,102.7314346,40.42265802,1.2,1.78,42.39206624,15.5,102.6841525,1,102.6836082,0.870596386,129.8398734,8.216853165,-405.0084388,721.4122363,1.87,1.78,0.45
12/17/2020,657.0077679,130.5240506,430.615462,7.353094937,6.644163291,9.273948565,50.20485232,110.9438819,48.66892616,1.2,2.86,51.17648228,15.5,110.9256785,1,110.9256785,0.898947705,130.528692,9.272106139,-33.92637131,928.8419831,2.99,2.86,0.27
12/18/2020,607.2464958,118.5350211,432.1527068,7.413940928,6.472575612,8.139828882,46.81751055,109.0514768,46.28628671,1.2,2.79,46.85437468,15.5,108.9084928,1,108.9070646,0.840403278,118.5449367,8.140281582,32.32172996,854.2656118,2.925,2.79,0.36
12/21/2020,557.5187398,119.0471206,486.9116784,7.053559312,6.256369326,9.782571721,44.45166807,106.2985523,43.76370646,1.2,2.4,44.46623878,15.5,106.2291085,1,106.2720542,0.862334225,119.0411608,9.782322742,-234.977996,793.9585442,2.525,2.4,0.28
12/22/2020,456.2194789,143.0162447,751.351403,7.136061181,6.569060992,7.790640654,46.39493671,100.842827,38.63081076,1.2,3.37,46.35620886,15.5,100.7809382,1,100.7793622,1,143.0419831,7.790685042,-358.7660338,696.5795359,3.48,3.37,0.16
12/23/2020,363.8427874,159.6084211,934.4411179,6.675616842,6.601784653,7.843339705,40.84105263,95.91663158,33.946376,1.2,3.43,40.82827495,15.5,95.81020842,1,95.81034021,1.002092695,159.5957895,7.843489495,-386.2166316,603.6353684,3.535,3.43,0.24
1/5/2021,549.1265525,145.3298839,490.1739737,6.783691077,6.692688637,9.171769424,45.75247257,103.6376901,42.04177691,1.2,3.74,47.19387102,15.5,103.466643,1,103.6203512,1.018744471,145.3334544,9.170107498,-116.7526315,796.048875,3.82,7.17,0.2
1/6/2021,287.4758544,231.1236287,684.2677975,7.623202532,7.120301772,6.312306814,38.72658228,91.61919831,30.07259008,1.2,7.17,38.71220464,15.5,91.70060021,1,91.71070633,1.0714277,231.1219409,6.309058249,-245.7985232,513.5236287,7.32,5.68,0.37
1/7/2021,276.0941055,239.5879747,708.8152637,7.277364979,7.094041582,6.330080443,35.45843882,91.12679325,29.49871561,1.124261603,5.68,35.46630506,15.5,91.09221793,1,91.09234494,1.067590717,239.5816456,6.330221266,-338.9962025,481.3253165,5.82,6.68,0.31
1/8/2021,269.5705391,278.4636364,713.7735518,7.457816068,7.084775412,8.955349915,31.40084567,90.6807611,29.16687886,1.009513742,6.68,31.42111628,15.5,90.74010677,1,90.73925243,1.066237146,278.4469345,8.955266406,-353.0401691,476.5930233,6.875,7.75,0.37
1/11/2021,257.1111561,310.2531646,734.3635549,7.625187764,6.899863376,11.05453776,30.13375527,90.53945148,28.53664494,1,7.75,30.14059177,15.5,90.07135148,1,90.51369283,1.039486709,310.2911392,11.05407365,-347.6947257,485.0405063,7.97,8.37,0.41
1/12/2021,249.6367238,361.6696382,780.6445707,7.614314832,7.104527868,8.26828802,30.21786824,89.74614464,28.15683534,1,8.37,30.214863,15.5,89.66688479,1,89.69371792,1.071180957,361.6622068,8.268027239,-378.6837711,454.632439,8.56,7.95,0.42
